"","STATEFP10","COUNTYFP10","TRACTCE10","GEOID10","NAME10","NAMELSAD10","MTFCC10","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10"
"261","36","047","107000","36047107000","1070","Census Tract 1070","G5020","S",3013938,1004292,"+40.6487051","-073.8640437"
"262","36","047","107800","36047107800","1078","Census Tract 1078","G5020","S",506529,0,"+40.6588417","-073.8759590"
"263","36","047","109800","36047109800","1098","Census Tract 1098","G5020","S",855050,0,"+40.6526645","-073.9016511"
"264","36","047","110600","36047110600","1106","Census Tract 1106","G5020","S",171053,0,"+40.6573142","-073.8842981"
"265","36","047","111000","36047111000","1110","Census Tract 1110","G5020","S",123227,0,"+40.6605446","-073.8813458"
"266","36","047","111800","36047111800","1118","Census Tract 1118","G5020","S",162309,0,"+40.6687567","-073.8760180"
"267","36","047","112000","36047112000","1120","Census Tract 1120","G5020","S",173004,0,"+40.6666275","-073.8805197"
"268","36","047","112200","36047112200","1122","Census Tract 1122","G5020","S",162285,0,"+40.6637279","-073.8859223"
"269","36","047","112400","36047112400","1124","Census Tract 1124","G5020","S",177849,0,"+40.6660037","-073.8871536"
"270","36","047","081000","36047081000","810","Census Tract 810","G5020","S",162416,0,"+40.6591131","-073.9445488"
"271","36","047","081400","36047081400","814","Census Tract 814","G5020","S",170174,0,"+40.6536407","-073.9402380"
"272","36","047","081600","36047081600","816","Census Tract 816","G5020","S",179640,0,"+40.6535296","-073.9442053"
"273","36","047","081800","36047081800","818","Census Tract 818","G5020","S",157918,0,"+40.6530923","-073.9479752"
"274","36","047","114400","36047114400","1144","Census Tract 1144","G5020","S",429740,0,"+40.6728086","-073.8985501"
"275","36","047","011900","36047011900","119","Census Tract 119","G5020","S",661722,58835,"+40.6752052","-073.9893392"
"276","36","047","015200","36047015200","152","Census Tract 152","G5020","S",266870,0,"+40.6145083","-074.0244624"
"277","36","047","016600","36047016600","166","Census Tract 166","G5020","S",266930,0,"+40.6187031","-074.0162624"
"278","36","047","021100","36047021100","211","Census Tract 211","G5020","S",192426,0,"+40.6970778","-073.9750471"
"279","36","047","048500","36047048500","485","Census Tract 485","G5020","S",580952,0,"+40.7078400","-073.9363492"
"280","36","047","056100","36047056100","561","Census Tract 561","G5020","S",341542,25809,"+40.7261911","-073.9569235"
"281","36","047","062000","36047062000","620","Census Tract 620","G5020","S",323043,31332,"+40.5788518","-073.9460579"
"282","36","047","080800","36047080800","808","Census Tract 808","G5020","S",321837,0,"+40.6573033","-073.9394864"
"283","36","047","092400","36047092400","924","Census Tract 924","G5020","S",251687,0,"+40.6669331","-073.9114794"
"284","36","047","093200","36047093200","932","Census Tract 932","G5020","S",279758,0,"+40.6375696","-073.9295165"
"285","36","047","110400","36047110400","1104","Census Tract 1104","G5020","S",744232,0,"+40.6574132","-073.8887708"
"286","36","047","111600","36047111600","1116","Census Tract 1116","G5020","S",499693,0,"+40.6638632","-073.8756882"
"287","36","047","123700","36047123700","1237","Census Tract 1237","G5020","S",321360,0,"+40.6967384","-073.9567404"
"288","36","047","150200","36047150200","1502","Census Tract 1502","G5020","S",317241,0,"+40.6546671","-073.9813210"
"289","36","047","004400","36047004400","44","Census Tract 44","G5020","S",430932,813183,"+40.6296061","-074.0413036"
"290","36","047","005300","36047005300","53","Census Tract 53","G5020","S",1648060,5593268,"+40.6770890","-074.0183485"
"291","36","047","037900","36047037900","379","Census Tract 379","G5020","S",183761,0,"+40.6804989","-073.9193657"
"292","36","047","038100","36047038100","381","Census Tract 381","G5020","S",239523,0,"+40.6810478","-073.9254263"
"293","36","047","038200","36047038200","382","Census Tract 382","G5020","S",233109,0,"+40.5915231","-073.9814840"
"294","36","047","038300","36047038300","383","Census Tract 383","G5020","S",174539,0,"+40.6845246","-073.9262056"
"295","36","047","038500","36047038500","385","Census Tract 385","G5020","S",174443,0,"+40.6874554","-073.9267891"
"296","36","047","038600","36047038600","386","Census Tract 386","G5020","S",251368,0,"+40.5923501","-073.9751117"
"297","36","047","038700","36047038700","387","Census Tract 387","G5020","S",188275,0,"+40.6905393","-073.9277496"
"298","36","047","038800","36047038800","388","Census Tract 388","G5020","S",197933,0,"+40.5929248","-073.9692516"
"299","36","047","038900","36047038900","389","Census Tract 389","G5020","S",162908,0,"+40.6994385","-073.9372346"
"300","36","047","039000","36047039000","390","Census Tract 390","G5020","S",173840,0,"+40.5929694","-073.9644266"
"301","36","047","039100","36047039100","391","Census Tract 391","G5020","S",166173,0,"+40.6997950","-073.9336550"
"302","36","047","039200","36047039200","392","Census Tract 392","G5020","S",174605,0,"+40.5958500","-073.9630396"
"303","36","047","039300","36047039300","393","Census Tract 393","G5020","S",189620,0,"+40.6956279","-073.9300046"
"304","36","047","039400","36047039400","394","Census Tract 394","G5020","S",192090,0,"+40.5984930","-073.9650691"
"305","36","047","039500","36047039500","395","Census Tract 395","G5020","S",159720,0,"+40.6929683","-073.9247375"
"306","36","047","039600","36047039600","396","Census Tract 396","G5020","S",163301,0,"+40.5973496","-073.9697067"
"307","36","047","039700","36047039700","397","Census Tract 397","G5020","S",159158,0,"+40.6889488","-073.9191404"
"308","36","047","039800","36047039800","398","Census Tract 398","G5020","S",202901,0,"+40.5954468","-073.9755124"
"309","36","047","039900","36047039900","399","Census Tract 399","G5020","S",151236,0,"+40.6902356","-073.9175530"
"310","36","047","040000","36047040000","400","Census Tract 400","G5020","S",192000,0,"+40.5978088","-073.9761352"
"311","36","047","040100","36047040100","401","Census Tract 401","G5020","S",159606,0,"+40.6864591","-073.9127408"
"312","36","047","040200","36047040200","402","Census Tract 402","G5020","S",197509,0,"+40.5960009","-073.9827234"
"313","36","047","040300","36047040300","403","Census Tract 403","G5020","S",210275,0,"+40.6845226","-073.9082094"
"314","36","047","059600","36047059600","596","Census Tract 596","G5020","S",173084,0,"+40.5910968","-073.9400566"
"315","36","047","059800","36047059800","598","Census Tract 598","G5020","S",199216,0,"+40.5878962","-073.9362265"
"316","36","047","119000","36047119000","1190","Census Tract 1190","G5020","S",140470,0,"+40.6790579","-073.8716142"
"317","36","047","060000","36047060000","600","Census Tract 600","G5020","S",439917,0,"+40.5870743","-073.9456922"
"318","36","047","060800","36047060800","608","Census Tract 608","G5020","S",399623,120598,"+40.5839493","-073.9490961"
"319","36","047","062800","36047062800","628","Census Tract 628","G5020","S",784606,259263,"+40.5895880","-073.9273296"
"320","36","047","061200","36047061200","612","Census Tract 612","G5020","S",198236,39403,"+40.5808755","-073.9493716"
"321","36","047","062200","36047062200","622","Census Tract 622","G5020","S",243250,111635,"+40.5849950","-073.9355821"
"322","36","047","062600","36047062600","626","Census Tract 626","G5020","S",318165,0,"+40.5923335","-073.9344391"
"323","36","047","063200","36047063200","632","Census Tract 632","G5020","S",117438,0,"+40.5997604","-073.9315683"
"324","36","047","063600","36047063600","636","Census Tract 636","G5020","S",114322,0,"+40.6099355","-073.9361433"
"325","36","047","063800","36047063800","638","Census Tract 638","G5020","S",139202,0,"+40.6080740","-073.9403000"
"326","36","047","064000","36047064000","640","Census Tract 640","G5020","S",153401,0,"+40.6109971","-073.9402463"
"327","36","047","064200","36047064200","642","Census Tract 642","G5020","S",235070,0,"+40.6121974","-073.9463939"
"328","36","047","064400","36047064400","644","Census Tract 644","G5020","S",199333,0,"+40.6137965","-073.9424791"
"329","36","047","064600","36047064600","646","Census Tract 646","G5020","S",165636,0,"+40.6159147","-073.9395351"
"330","36","047","064800","36047064800","648","Census Tract 648","G5020","S",151522,0,"+40.6176898","-073.9364602"
"331","36","047","065000","36047065000","650","Census Tract 650","G5020","S",166228,0,"+40.6199785","-073.9336466"
"332","36","047","065200","36047065200","652","Census Tract 652","G5020","S",174713,0,"+40.6147620","-073.9300726"
"333","36","047","065400","36047065400","654","Census Tract 654","G5020","S",151523,0,"+40.6129487","-073.9318078"
"334","36","047","065600","36047065600","656","Census Tract 656","G5020","S",153578,0,"+40.6130109","-073.9349822"
"335","36","047","065800","36047065800","658","Census Tract 658","G5020","S",153365,0,"+40.6080828","-073.9312005"
"336","36","047","066000","36047066000","660","Census Tract 660","G5020","S",152314,0,"+40.6090466","-073.9280800"
"337","36","047","005601","36047005601","56.01","Census Tract 56.01","G5020","S",179490,202473,"+40.6143871","-074.0397670"
"338","36","047","005602","36047005602","56.02","Census Tract 56.02","G5020","S",163472,336451,"+40.6112789","-074.0373691"
"339","36","047","005800","36047005800","58","Census Tract 58","G5020","S",193316,0,"+40.6190887","-074.0321884"
"340","36","047","005900","36047005900","59","Census Tract 59","G5020","S",357347,0,"+40.6794000","-074.0060998"
"341","36","047","006000","36047006000","60","Census Tract 60","G5020","S",152260,0,"+40.6220831","-074.0316042"
"342","36","047","006200","36047006200","62","Census Tract 62","G5020","S",162273,0,"+40.6249110","-074.0304459"
"343","36","047","006300","36047006300","63","Census Tract 63","G5020","S",100899,0,"+40.6819738","-074.0013029"
"344","36","047","006400","36047006400","64","Census Tract 64","G5020","S",203176,0,"+40.6289253","-074.0288094"
"345","36","047","006500","36047006500","65","Census Tract 65","G5020","S",250928,0,"+40.6790574","-073.9994590"
"346","36","047","006600","36047006600","66","Census Tract 66","G5020","S",153740,0,"+40.6321309","-074.0274985"
"347","36","047","006700","36047006700","67","Census Tract 67","G5020","S",156140,0,"+40.6841759","-073.9972232"
"348","36","047","006800","36047006800","68","Census Tract 68","G5020","S",185509,0,"+40.6351749","-074.0262304"
"349","36","047","006900","36047006900","69","Census Tract 69","G5020","S",179082,0,"+40.6852348","-073.9917012"
"350","36","047","007000","36047007000","70","Census Tract 70","G5020","S",147277,0,"+40.6381681","-074.0243104"
"351","36","047","007100","36047007100","71","Census Tract 71","G5020","S",167532,3828,"+40.6830210","-073.9861157"
"352","36","047","007200","36047007200","72","Census Tract 72","G5020","S",65759,0,"+40.6403426","-074.0204484"
"353","36","047","007400","36047007400","74","Census Tract 74","G5020","S",143657,0,"+40.6418670","-074.0170733"
"354","36","047","007500","36047007500","75","Census Tract 75","G5020","S",282781,0,"+40.6812953","-073.9920163"
"355","36","047","007600","36047007600","76","Census Tract 76","G5020","S",138697,0,"+40.6440892","-074.0146726"
"356","36","047","007700","36047007700","77","Census Tract 77","G5020","S",392069,0,"+40.6769912","-073.9952490"
"357","36","047","007800","36047007800","78","Census Tract 78","G5020","S",138114,0,"+40.6463204","-074.0123370"
"358","36","047","008000","36047008000","80","Census Tract 80","G5020","S",135433,0,"+40.6485378","-074.0099676"
"359","36","047","008200","36047008200","82","Census Tract 82","G5020","S",134740,0,"+40.6507698","-074.0076247"
"360","36","047","008400","36047008400","84","Census Tract 84","G5020","S",237389,0,"+40.6538853","-074.0044100"
"361","36","047","008500","36047008500","85","Census Tract 85","G5020","S",243452,0,"+40.6758571","-074.0064742"
"362","36","047","025000","36047025000","250","Census Tract 250","G5020","S",173506,0,"+40.6236257","-073.9958382"
"363","36","047","025100","36047025100","251","Census Tract 251","G5020","S",138489,0,"+40.6878546","-073.9493878"
"364","36","047","025200","36047025200","252","Census Tract 252","G5020","S",181275,0,"+40.6198289","-073.9921391"
"365","36","047","025300","36047025300","253","Census Tract 253","G5020","S",161836,0,"+40.6926220","-073.9503366"
"366","36","047","025400","36047025400","254","Census Tract 254","G5020","S",175492,0,"+40.6166972","-073.9838448"
"367","36","047","025500","36047025500","255","Census Tract 255","G5020","S",138635,0,"+40.6973922","-073.9512862"
"368","36","047","025600","36047025600","256","Census Tract 256","G5020","S",173279,0,"+40.6149950","-073.9856662"
"369","36","047","025700","36047025700","257","Census Tract 257","G5020","S",181120,0,"+40.6982180","-073.9473445"
"370","36","047","025800","36047025800","258","Census Tract 258","G5020","S",170222,0,"+40.6132884","-073.9874098"
"371","36","047","025901","36047025901","259.01","Census Tract 259.01","G5020","S",80237,0,"+40.6949675","-073.9462240"
"372","36","047","025902","36047025902","259.02","Census Tract 259.02","G5020","S",59594,0,"+40.6969660","-073.9451540"
"373","36","047","026000","36047026000","260","Census Tract 260","G5020","S",162865,0,"+40.6169171","-073.9923457"
"374","36","047","026100","36047026100","261","Census Tract 261","G5020","S",199418,0,"+40.6923989","-073.9457142"
"375","36","047","026200","36047026200","262","Census Tract 262","G5020","S",157859,0,"+40.6187285","-073.9970786"
"376","36","047","026300","36047026300","263","Census Tract 263","G5020","S",119604,0,"+40.6894684","-073.9451314"
"377","36","047","026400","36047026400","264","Census Tract 264","G5020","S",189454,0,"+40.6148679","-073.9974816"
"378","36","047","026500","36047026500","265","Census Tract 265","G5020","S",159608,0,"+40.6869045","-073.9446206"
"379","36","047","026600","36047026600","266","Census Tract 266","G5020","S",165897,0,"+40.6126303","-073.9903254"
"380","36","047","026700","36047026700","267","Census Tract 267","G5020","S",159562,0,"+40.6839731","-073.9440382"
"381","36","047","026800","36047026800","268","Census Tract 268","G5020","S",178970,0,"+40.6104494","-073.9903619"
"382","36","047","026900","36047026900","269","Census Tract 269","G5020","S",133946,0,"+40.6812827","-073.9433173"
"383","36","047","027000","36047027000","270","Census Tract 270","G5020","S",134003,0,"+40.6058611","-073.9899850"
"384","36","047","027200","36047027200","272","Census Tract 272","G5020","S",132147,0,"+40.6081765","-073.9927384"
"385","36","047","027300","36047027300","273","Census Tract 273","G5020","S",149700,0,"+40.6810841","-073.9374383"
"386","36","047","027400","36047027400","274","Census Tract 274","G5020","S",163366,0,"+40.6109495","-073.9952920"
"387","36","047","027500","36047027500","275","Census Tract 275","G5020","S",162078,0,"+40.6838975","-073.9381789"
"388","36","047","027600","36047027600","276","Census Tract 276","G5020","S",149396,0,"+40.6108964","-073.9994890"
"389","36","047","027700","36047027700","277","Census Tract 277","G5020","S",162108,0,"+40.6868289","-073.9387604"
"390","36","047","112600","36047112600","1126","Census Tract 1126","G5020","S",168500,0,"+40.6648986","-073.8931118"
"391","36","047","112800","36047112800","1128","Census Tract 1128","G5020","S",184193,0,"+40.6617411","-073.8921088"
"392","36","047","113000","36047113000","1130","Census Tract 1130","G5020","S",193974,0,"+40.6621691","-073.8964704"
"393","36","047","113200","36047113200","1132","Census Tract 1132","G5020","S",198135,0,"+40.6612558","-073.8988897"
"394","36","047","113400","36047113400","1134","Census Tract 1134","G5020","S",153420,0,"+40.6677793","-073.8996082"
"395","36","047","114201","36047114201","1142.01","Census Tract 1142.01","G5020","S",296793,0,"+40.6804227","-073.8973066"
"396","36","047","114202","36047114202","1142.02","Census Tract 1142.02","G5020","S",114166,0,"+40.6823970","-073.8912342"
"397","36","047","114600","36047114600","1146","Census Tract 1146","G5020","S",160101,0,"+40.6792066","-073.8923418"
"398","36","047","115000","36047115000","1150","Census Tract 1150","G5020","S",158244,0,"+40.6739223","-073.8865225"
"399","36","047","115200","36047115200","1152","Census Tract 1152","G5020","S",166136,0,"+40.6732693","-073.8909301"
"400","36","047","115600","36047115600","1156","Census Tract 1156","G5020","S",159862,0,"+40.6683267","-073.8958947"
"401","36","047","115800","36047115800","1158","Census Tract 1158","G5020","S",154981,0,"+40.6688809","-073.8921624"
"402","36","047","116000","36047116000","1160","Census Tract 1160","G5020","S",151414,0,"+40.6694195","-073.8885305"
"403","36","047","116200","36047116200","1162","Census Tract 1162","G5020","S",143448,0,"+40.6699382","-073.8850349"
"404","36","047","116400","36047116400","1164","Census Tract 1164","G5020","S",181565,0,"+40.6705099","-073.8811822"
"405","36","047","116600","36047116600","1166","Census Tract 1166","G5020","S",159392,0,"+40.6745627","-073.8822052"
"406","36","047","116800","36047116800","1168","Census Tract 1168","G5020","S",143956,0,"+40.6789908","-073.8825160"
"407","36","047","117000","36047117000","1170","Census Tract 1170","G5020","S",153814,0,"+40.6776000","-073.8861810"
"408","36","047","117201","36047117201","1172.01","Census Tract 1172.01","G5020","S",129147,0,"+40.6808117","-073.8875149"
"409","36","047","117202","36047117202","1172.02","Census Tract 1172.02","G5020","S",151827,0,"+40.6827365","-073.8837650"
"410","36","047","117400","36047117400","1174","Census Tract 1174","G5020","S",212859,0,"+40.6828584","-073.8797862"
"411","36","047","117601","36047117601","1176.01","Census Tract 1176.01","G5020","S",152356,0,"+40.6847798","-073.8768792"
"412","36","047","117602","36047117602","1176.02","Census Tract 1176.02","G5020","S",143799,0,"+40.6862350","-073.8744475"
"413","36","047","117800","36047117800","1178","Census Tract 1178","G5020","S",140257,0,"+40.6816528","-073.8742887"
"414","36","047","118000","36047118000","1180","Census Tract 1180","G5020","S",774114,0,"+40.6894045","-073.8779572"
"415","36","047","012600","36047012600","126","Census Tract 126","G5020","S",226477,0,"+40.6347464","-074.0190561"
"416","36","047","027100","36047027100","271","Census Tract 271","G5020","S",261822,0,"+40.6787263","-073.9368676"
"417","36","047","030500","36047030500","305","Census Tract 305","G5020","S",322484,0,"+40.6773162","-073.9590607"
"418","36","047","034800","36047034800","348","Census Tract 348","G5020","S",575522,99096,"+40.5811474","-073.9833076"
"419","36","047","044900","36047044900","449","Census Tract 449","G5020","S",2118823,213888,"+40.7176049","-073.9299840"
"420","36","047","046000","36047046000","460","Census Tract 460","G5020","S",196068,0,"+40.6321630","-073.9657330"
"421","36","047","076800","36047076800","768","Census Tract 768","G5020","S",303358,0,"+40.6188042","-073.9608017"
"422","36","047","094600","36047094600","946","Census Tract 946","G5020","S",281769,0,"+40.6446169","-073.9232797"
"423","36","047","105804","36047105804","1058.04","Census Tract 1058.04","G5020","S",761898,30120,"+40.6450840","-073.8812223"
"424","36","047","119800","36047119800","1198","Census Tract 1198","G5020","S",326888,0,"+40.6763148","-073.8943856"
"425","36","047","152200","36047152200","1522","Census Tract 1522","G5020","S",389973,0,"+40.6439742","-073.9671836"
"426","36","047","000501","36047000501","5.01","Census Tract 5.01","G5020","S",83724,0,"+40.6958143","-073.9947007"
"427","36","047","000502","36047000502","5.02","Census Tract 5.02","G5020","S",96812,0,"+40.6951345","-073.9928612"
"428","36","047","001500","36047001500","15","Census Tract 15","G5020","S",305446,0,"+40.6942748","-073.9830225"
"429","36","047","035601","36047035601","356.01","Census Tract 356.01","G5020","S",64291,0,"+40.5809306","-073.9696827"
"430","36","047","035602","36047035602","356.02","Census Tract 356.02","G5020","S",174771,0,"+40.5778698","-073.9701982"
"431","36","047","037401","36047037401","374.01","Census Tract 374.01","G5020","S",225524,0,"+40.5879979","-073.9677549"
"432","36","047","037402","36047037402","374.02","Census Tract 374.02","G5020","S",300797,0,"+40.5867949","-073.9719966"
"433","36","047","050801","36047050801","508.01","Census Tract 508.01","G5020","S",78240,0,"+40.6512352","-073.9607363"
"434","36","047","050803","36047050803","508.03","Census Tract 508.03","G5020","S",56086,0,"+40.6539088","-073.9606234"
"435","36","047","050804","36047050804","508.04","Census Tract 508.04","G5020","S",103103,0,"+40.6528350","-073.9635730"
"436","36","047","051001","36047051001","510.01","Census Tract 510.01","G5020","S",76942,0,"+40.6461218","-073.9597677"
"437","36","047","028200","36047028200","282","Census Tract 282","G5020","S",180820,58653,"+40.6002500","-074.0054401"
"438","36","047","028300","36047028300","283","Census Tract 283","G5020","S",121876,0,"+40.6952563","-073.9404379"
"439","36","047","028400","36047028400","284","Census Tract 284","G5020","S",164257,0,"+40.6056742","-073.9989428"
"440","36","047","028501","36047028501","285.01","Census Tract 285.01","G5020","S",83241,0,"+40.6994266","-073.9420907"
"441","36","047","028502","36047028502","285.02","Census Tract 285.02","G5020","S",119870,0,"+40.6974508","-073.9408852"
"442","36","047","028600","36047028600","286","Census Tract 286","G5020","S",178028,58731,"+40.5987719","-074.0019272"
"443","36","047","028700","36047028700","287","Census Tract 287","G5020","S",149057,0,"+40.6956337","-073.9354207"
"444","36","047","028800","36047028800","288","Census Tract 288","G5020","S",152808,0,"+40.6045113","-073.9965623"
"445","36","047","028900","36047028900","289","Census Tract 289","G5020","S",165474,0,"+40.6930489","-073.9330068"
"446","36","047","029000","36047029000","290","Census Tract 290","G5020","S",154712,0,"+40.6031741","-073.9943478"
"447","36","047","029100","36047029100","291","Census Tract 291","G5020","S",164644,0,"+40.6904272","-073.9335410"
"448","36","047","029200","36047029200","292","Census Tract 292","G5020","S",199160,96967,"+40.5972222","-074.0007970"
"449","36","047","029300","36047029300","293","Census Tract 293","G5020","S",164460,0,"+40.6874968","-073.9329582"
"450","36","047","029400","36047029400","294","Census Tract 294","G5020","S",188986,66561,"+40.5942770","-074.0005407"
"451","36","047","029500","36047029500","295","Census Tract 295","G5020","S",164586,0,"+40.6845660","-073.9323759"
"452","36","047","029600","36047029600","296","Census Tract 296","G5020","S",214120,0,"+40.6009574","-073.9930188"
"453","36","047","029700","36047029700","297","Census Tract 297","G5020","S",205561,0,"+40.6812727","-073.9316176"
"454","36","047","029800","36047029800","298","Census Tract 298","G5020","S",220827,0,"+40.6008233","-073.9879075"
"455","36","047","029900","36047029900","299","Census Tract 299","G5020","S",143535,0,"+40.6781380","-073.9258330"
"456","36","047","030000","36047030000","300","Census Tract 300","G5020","S",195051,0,"+40.5974031","-073.9887444"
"457","36","047","030100","36047030100","301","Census Tract 301","G5020","S",194432,0,"+40.6776216","-073.9162281"
"458","36","047","030200","36047030200","302","Census Tract 302","G5020","S",211197,0,"+40.5957121","-073.9906470"
"459","36","047","030300","36047030300","303","Census Tract 303","G5020","S",253586,0,"+40.6751160","-073.9179374"
"460","36","047","030400","36047030400","304","Census Tract 304","G5020","S",456759,359335,"+40.5903112","-073.9964693"
"461","36","047","030600","36047030600","306","Census Tract 306","G5020","S",193681,0,"+40.5911556","-073.9861335"
"462","36","047","030700","36047030700","307","Census Tract 307","G5020","S",265636,0,"+40.6755740","-073.9262028"
"463","36","047","030800","36047030800","308","Census Tract 308","G5020","S",684056,0,"+40.5865418","-073.9795129"
"464","36","047","030900","36047030900","309","Census Tract 309","G5020","S",142626,0,"+40.6760588","-073.9329861"
"465","36","047","031100","36047031100","311","Census Tract 311","G5020","S",145858,0,"+40.6764143","-073.9390103"
"466","36","047","031300","36047031300","313","Census Tract 313","G5020","S",173959,0,"+40.6765685","-073.9443073"
"467","36","047","031400","36047031400","314","Census Tract 314","G5020","S",870179,391453,"+40.5845064","-073.9941004"
"468","36","047","040400","36047040400","404","Census Tract 404","G5020","S",153660,0,"+40.6021856","-073.9854194"
"469","36","047","040500","36047040500","405","Census Tract 405","G5020","S",137931,0,"+40.6815808","-073.9051926"
"470","36","047","040600","36047040600","406","Census Tract 406","G5020","S",147049,0,"+40.6005116","-073.9823218"
"471","36","047","040700","36047040700","407","Census Tract 407","G5020","S",504652,0,"+40.6843029","-073.9012184"
"472","36","047","040800","36047040800","408","Census Tract 408","G5020","S",152930,0,"+40.6012012","-073.9791341"
"473","36","047","040900","36047040900","409","Census Tract 409","G5020","S",168053,0,"+40.6910417","-073.9046452"
"474","36","047","041000","36047041000","410","Census Tract 410","G5020","S",142871,0,"+40.6009797","-073.9754514"
"475","36","047","041100","36047041100","411","Census Tract 411","G5020","S",134954,0,"+40.6878791","-073.9071495"
"476","36","047","041200","36047041200","412","Census Tract 412","G5020","S",165322,0,"+40.6041574","-073.9741916"
"477","36","047","041300","36047041300","413","Census Tract 413","G5020","S",162167,0,"+40.6898146","-073.9106200"
"478","36","047","041401","36047041401","414.01","Census Tract 414.01","G5020","S",135123,0,"+40.6017065","-073.9710654"
"479","36","047","041402","36047041402","414.02","Census Tract 414.02","G5020","S",154008,0,"+40.6024158","-073.9679374"
"480","36","047","041500","36047041500","415","Census Tract 415","G5020","S",162692,0,"+40.6919502","-073.9143896"
"481","36","047","041600","36047041600","416","Census Tract 416","G5020","S",162560,0,"+40.6024112","-073.9634864"
"482","36","047","041700","36047041700","417","Census Tract 417","G5020","S",141142,0,"+40.6937625","-073.9179179"
"483","36","047","041800","36047041800","418","Census Tract 418","G5020","S",164322,0,"+40.6054000","-073.9648517"
"484","36","047","041900","36047041900","419","Census Tract 419","G5020","S",153013,0,"+40.6953233","-073.9210331"
"485","36","047","049300","36047049300","493","Census Tract 493","G5020","S",228008,0,"+40.7078076","-073.9413538"
"486","36","047","049400","36047049400","494","Census Tract 494","G5020","S",183077,0,"+40.6429642","-073.9738207"
"487","36","047","049500","36047049500","495","Census Tract 495","G5020","S",129103,0,"+40.7123628","-073.9433572"
"488","36","047","049600","36047049600","496","Census Tract 496","G5020","S",202972,0,"+40.6436870","-073.9804383"
"489","36","047","049700","36047049700","497","Census Tract 497","G5020","S",165231,0,"+40.7162254","-073.9446004"
"490","36","047","049800","36047049800","498","Census Tract 498","G5020","S",204347,0,"+40.6454295","-073.9826813"
"491","36","047","049900","36047049900","499","Census Tract 499","G5020","S",141036,0,"+40.7209167","-073.9468849"
"492","36","047","050000","36047050000","500","Census Tract 500","G5020","S",198510,0,"+40.6482579","-073.9774537"
"493","36","047","050100","36047050100","501","Census Tract 501","G5020","S",174304,0,"+40.7157329","-073.9489472"
"494","36","047","050202","36047050202","502.02","Census Tract 502.02","G5020","S",138655,0,"+40.6534936","-073.9753253"
"495","36","047","066200","36047066200","662","Census Tract 662","G5020","S",231462,0,"+40.6093052","-073.9243720"
"496","36","047","067000","36047067000","670","Census Tract 670","G5020","S",208266,0,"+40.6127246","-073.9227642"
"497","36","047","042000","36047042000","420","Census Tract 420","G5020","S",168644,0,"+40.6092377","-073.9643322"
"498","36","047","042100","36047042100","421","Census Tract 421","G5020","S",153377,0,"+40.6970293","-073.9240384"
"499","36","047","042200","36047042200","422","Census Tract 422","G5020","S",227670,0,"+40.6068679","-073.9699880"
"500","36","047","042300","36047042300","423","Census Tract 423","G5020","S",182228,0,"+40.6990021","-073.9272887"
"501","36","047","042400","36047042400","424","Census Tract 424","G5020","S",161032,0,"+40.6067483","-073.9760484"
"502","36","047","042500","36047042500","425","Census Tract 425","G5020","S",167840,0,"+40.7014485","-073.9309587"
"503","36","047","042600","36047042600","426","Census Tract 426","G5020","S",170006,0,"+40.6056750","-073.9801891"
"504","36","047","042700","36047042700","427","Census Tract 427","G5020","S",149074,0,"+40.7036936","-073.9271843"
"505","36","047","042800","36047042800","428","Census Tract 428","G5020","S",164705,0,"+40.6056458","-073.9843266"
"506","36","047","042900","36047042900","429","Census Tract 429","G5020","S",168134,0,"+40.7017991","-073.9234556"
"507","36","047","043000","36047043000","430","Census Tract 430","G5020","S",160029,0,"+40.6092493","-073.9842020"
"508","36","047","043100","36047043100","431","Census Tract 431","G5020","S",168208,0,"+40.6996605","-073.9196980"
"509","36","047","043200","36047043200","432","Census Tract 432","G5020","S",148819,0,"+40.6106815","-073.9806847"
"510","36","047","043300","36047043300","433","Census Tract 433","G5020","S",168245,0,"+40.6975220","-073.9159390"
"511","36","047","043400","36047043400","434","Census Tract 434","G5020","S",139658,0,"+40.6100424","-073.9769277"
"512","36","047","043500","36047043500","435","Census Tract 435","G5020","S",168158,0,"+40.6953840","-073.9121802"
"513","36","047","043600","36047043600","436","Census Tract 436","G5020","S",137521,0,"+40.6131300","-073.9778573"
"514","36","047","043700","36047043700","437","Census Tract 437","G5020","S",167128,0,"+40.6932405","-073.9084407"
"515","36","047","043800","36047043800","438","Census Tract 438","G5020","S",156069,0,"+40.6103301","-073.9710945"
"516","36","047","043900","36047043900","439","Census Tract 439","G5020","S",199558,0,"+40.6975122","-073.9093710"
"517","36","047","044000","36047044000","440","Census Tract 440","G5020","S",201548,0,"+40.6130385","-073.9709769"
"518","36","047","044100","36047044100","441","Census Tract 441","G5020","S",141811,0,"+40.7014036","-073.9140585"
"519","36","047","044200","36047044200","442","Census Tract 442","G5020","S",182831,0,"+40.6123965","-073.9655936"
"520","36","047","044300","36047044300","443","Census Tract 443","G5020","S",166471,0,"+40.7032963","-073.9167103"
"521","36","047","008600","36047008600","86","Census Tract 86","G5020","S",113543,0,"+40.6479769","-074.0037438"
"522","36","047","008800","36047008800","88","Census Tract 88","G5020","S",189369,0,"+40.6502102","-074.0014031"
"523","36","047","009000","36047009000","90","Census Tract 90","G5020","S",148494,0,"+40.6472568","-073.9972994"
